date,quote,rate_per_usd,source,retrieved_at
2020-12-08,JPY,104.16,ecb,2026-09-15
2020-12-08,KRW,1085.13,ecb,2026-09-15
2020-12-09,JPY,104.10,ecb,2026-09-15
2020-12-09,KRW,1085.37,ecb,2026-09-15
2020-12-10,JPY,104.44,ecb,2026-09-15
2020-12-10,KRW,1088.34,ecb,2026-09-15
2020-12-11,JPY,104.13,ecb,2026-09-15
2020-12-11,KRW,1092.87,ecb,2026-09-15
2020-12-14,JPY,103.69,ecb,2026-09-15
2020-12-14,KRW,1091.51,ecb,2026-09-15
2020-12-15,JPY,103.86,ecb,2026-09-15
2020-12-15,KRW,1093.65,ecb,2026-09-15
2020-12-16,JPY,103.35,ecb,2026-09-15
2020-12-16,KRW,1093.53,ecb,2026-09-15
2020-12-17,JPY,103.05,ecb,2026-09-15
2020-12-17,KRW,1092.99,ecb,2026-09-15
2020-12-18,JPY,103.34,ecb,2026-09-15
2020-12-18,KRW,1098.74,ecb,2026-09-15
2020-12-21,JPY,103.54,ecb,2026-09-15
2020-12-21,KRW,1109.44,ecb,2026-09-15
2020-12-22,JPY,103.37,ecb,2026-09-15
2020-12-22,KRW,1105.84,ecb,2026-09-15
2020-12-23,JPY,103.56,ecb,2026-09-15
2020-12-23,KRW,1107.55,ecb,2026-09-15
2020-12-24,JPY,103.65,ecb,2026-09-15
2020-12-24,KRW,1103.07,ecb,2026-09-15
2020-12-28,JPY,103.56,ecb,2026-09-15
2020-12-28,KRW,1097.36,ecb,2026-09-15
2020-12-29,JPY,103.78,ecb,2026-09-15
2020-12-29,KRW,1093.34,ecb,2026-09-15
2020-12-30,JPY,103.06,ecb,2026-09-15
2020-12-30,KRW,1087.72,ecb,2026-09-15
2020-12-31,JPY,103.08,ecb,2026-09-15
2020-12-31,KRW,1088.75,ecb,2026-09-15
2021-01-04,JPY,102.98,ecb,2026-09-15
2021-01-04,KRW,1083.30,ecb,2026-09-15
2021-01-05,JPY,102.88,ecb,2026-09-15
2021-01-05,KRW,1088.62,ecb,2026-09-15
2021-01-06,JPY,102.96,ecb,2026-09-15
2021-01-06,KRW,1085.51,ecb,2026-09-15
2021-01-07,JPY,103.56,ecb,2026-09-15
2021-01-07,KRW,1093.43,ecb,2026-09-15
2021-01-08,JPY,103.89,ecb,2026-09-15
2021-01-08,KRW,1092.16,ecb,2026-09-15
2021-01-11,JPY,104.22,ecb,2026-09-15
2021-01-11,KRW,1098.22,ecb,2026-09-15
2021-01-12,JPY,104.22,ecb,2026-09-15
2021-01-12,KRW,1098.91,ecb,2026-09-15
2021-01-13,JPY,103.93,ecb,2026-09-15
2021-01-13,KRW,1097.48,ecb,2026-09-15
2021-01-14,JPY,104.10,ecb,2026-09-15
2021-01-14,KRW,1097.30,ecb,2026-09-15
2021-01-15,JPY,103.72,ecb,2026-09-15
2021-01-15,KRW,1100.06,ecb,2026-09-15
2021-01-18,JPY,103.76,ecb,2026-09-15
2021-01-18,KRW,1106.64,ecb,2026-09-15
2021-01-19,JPY,103.99,ecb,2026-09-15
2021-01-19,KRW,1102.49,ecb,2026-09-15
2021-01-20,JPY,103.81,ecb,2026-09-15
2021-01-20,KRW,1102.07,ecb,2026-09-15
2021-01-21,JPY,103.41,ecb,2026-09-15
2021-01-21,KRW,1099.78,ecb,2026-09-15
2021-01-22,JPY,103.79,ecb,2026-09-15
2021-01-22,KRW,1105.84,ecb,2026-09-15
2021-01-25,JPY,103.74,ecb,2026-09-15
2021-01-25,KRW,1102.85,ecb,2026-09-15
2021-01-26,JPY,103.71,ecb,2026-09-15
2021-01-26,KRW,1103.11,ecb,2026-09-15
2021-01-27,JPY,103.90,ecb,2026-09-15
2021-01-27,KRW,1106.81,ecb,2026-09-15
2021-01-28,JPY,104.38,ecb,2026-09-15
2021-01-28,KRW,1117.16,ecb,2026-09-15
2021-01-29,JPY,104.69,ecb,2026-09-15
2021-01-29,KRW,1116.50,ecb,2026-09-15
2021-02-01,JPY,104.91,ecb,2026-09-15
2021-02-01,KRW,1118.18,ecb,2026-09-15
2021-02-02,JPY,105.00,ecb,2026-09-15
2021-02-02,KRW,1115.97,ecb,2026-09-15
2021-02-03,JPY,105.06,ecb,2026-09-15
2021-02-03,KRW,1115.94,ecb,2026-09-15
2021-02-04,JPY,105.24,ecb,2026-09-15
2021-02-04,KRW,1118.09,ecb,2026-09-15
2021-02-05,JPY,105.75,ecb,2026-09-15
2021-02-05,KRW,1122.80,ecb,2026-09-15
2021-02-08,JPY,105.59,ecb,2026-09-15
2021-02-08,KRW,1120.81,ecb,2026-09-15
2021-02-09,JPY,104.58,ecb,2026-09-15
2021-02-09,KRW,1113.20,ecb,2026-09-15
2021-02-10,JPY,104.76,ecb,2026-09-15
2021-02-10,KRW,1105.52,ecb,2026-09-15
2021-02-11,JPY,104.65,ecb,2026-09-15
2021-02-11,KRW,1103.13,ecb,2026-09-15
2021-02-12,JPY,105.01,ecb,2026-09-15
2021-02-12,KRW,1105.04,ecb,2026-09-15
2021-02-15,JPY,105.30,ecb,2026-09-15
2021-02-15,KRW,1102.42,ecb,2026-09-15
2021-02-16,JPY,105.54,ecb,2026-09-15
2021-02-16,KRW,1104.41,ecb,2026-09-15
2021-02-17,JPY,106.09,ecb,2026-09-15
2021-02-17,KRW,1106.77,ecb,2026-09-15
2021-02-18,JPY,105.67,ecb,2026-09-15
2021-02-18,KRW,1106.30,ecb,2026-09-15
2021-02-19,JPY,105.29,ecb,2026-09-15
2021-02-19,KRW,1103.54,ecb,2026-09-15
2021-02-22,JPY,105.50,ecb,2026-09-15
2021-02-22,KRW,1113.35,ecb,2026-09-15
2021-02-23,JPY,105.39,ecb,2026-09-15
2021-02-23,KRW,1113.17,ecb,2026-09-15
2021-02-24,JPY,105.95,ecb,2026-09-15
2021-02-24,KRW,1108.31,ecb,2026-09-15
2021-02-25,JPY,106.12,ecb,2026-09-15
2021-02-25,KRW,1111.77,ecb,2026-09-15
2021-02-26,JPY,106.29,ecb,2026-09-15
2021-02-26,KRW,1127.88,ecb,2026-09-15
2021-03-01,JPY,106.72,ecb,2026-09-15
2021-03-01,KRW,1122.38,ecb,2026-09-15
2021-03-02,JPY,106.90,ecb,2026-09-15
2021-03-02,KRW,1126.01,ecb,2026-09-15
2021-03-03,JPY,106.91,ecb,2026-09-15
2021-03-03,KRW,1118.22,ecb,2026-09-15
2021-03-04,JPY,107.39,ecb,2026-09-15
2021-03-04,KRW,1125.05,ecb,2026-09-15
2021-03-05,JPY,108.31,ecb,2026-09-15
2021-03-05,KRW,1128.42,ecb,2026-09-15
2021-03-08,JPY,108.63,ecb,2026-09-15
2021-03-08,KRW,1139.12,ecb,2026-09-15
2021-03-09,JPY,108.88,ecb,2026-09-15
2021-03-09,KRW,1138.31,ecb,2026-09-15
2021-03-10,JPY,108.58,ecb,2026-09-15
2021-03-10,KRW,1141.15,ecb,2026-09-15
2021-03-11,JPY,108.46,ecb,2026-09-15
2021-03-11,KRW,1130.50,ecb,2026-09-15
2021-03-12,JPY,109.06,ecb,2026-09-15
2021-03-12,KRW,1135.45,ecb,2026-09-15
2021-03-15,JPY,109.20,ecb,2026-09-15
2021-03-15,KRW,1134.20,ecb,2026-09-15
2021-03-16,JPY,108.90,ecb,2026-09-15
2021-03-16,KRW,1129.77,ecb,2026-09-15
2021-03-17,JPY,109.20,ecb,2026-09-15
2021-03-17,KRW,1130.97,ecb,2026-09-15
2021-03-18,JPY,109.20,ecb,2026-09-15
2021-03-18,KRW,1127.64,ecb,2026-09-15
2021-03-19,JPY,108.94,ecb,2026-09-15
2021-03-19,KRW,1130.85,ecb,2026-09-15
2021-03-22,JPY,108.81,ecb,2026-09-15
2021-03-22,KRW,1127.60,ecb,2026-09-15
2021-03-23,JPY,108.55,ecb,2026-09-15
2021-03-23,KRW,1129.75,ecb,2026-09-15
2021-03-24,JPY,108.75,ecb,2026-09-15
2021-03-24,KRW,1131.60,ecb,2026-09-15
2021-03-25,JPY,109.09,ecb,2026-09-15
2021-03-25,KRW,1136.15,ecb,2026-09-15
2021-03-26,JPY,109.78,ecb,2026-09-15
2021-03-26,KRW,1130.68,ecb,2026-09-15
2021-03-29,JPY,109.63,ecb,2026-09-15
2021-03-29,KRW,1132.46,ecb,2026-09-15
2021-03-30,JPY,110.28,ecb,2026-09-15
2021-03-30,KRW,1133.93,ecb,2026-09-15
2021-03-31,JPY,110.80,ecb,2026-09-15
2021-03-31,KRW,1129.37,ecb,2026-09-15
2021-04-01,JPY,110.70,ecb,2026-09-15
2021-04-01,KRW,1130.90,ecb,2026-09-15
2021-04-06,JPY,110.29,ecb,2026-09-15
2021-04-06,KRW,1120.18,ecb,2026-09-15
2021-04-07,JPY,109.86,ecb,2026-09-15
2021-04-07,KRW,1117.51,ecb,2026-09-15
2021-04-08,JPY,109.25,ecb,2026-09-15
2021-04-08,KRW,1115.90,ecb,2026-09-15
2021-04-09,JPY,109.71,ecb,2026-09-15
2021-04-09,KRW,1119.85,ecb,2026-09-15
2021-04-12,JPY,109.38,ecb,2026-09-15
2021-04-12,KRW,1124.38,ecb,2026-09-15
2021-04-13,JPY,109.47,ecb,2026-09-15
2021-04-13,KRW,1124.18,ecb,2026-09-15
2021-04-14,JPY,108.94,ecb,2026-09-15
2021-04-14,KRW,1114.90,ecb,2026-09-15
2021-04-15,JPY,108.72,ecb,2026-09-15
2021-04-15,KRW,1115.54,ecb,2026-09-15
2021-04-16,JPY,108.77,ecb,2026-09-15
2021-04-16,KRW,1114.38,ecb,2026-09-15
2021-04-19,JPY,108.09,ecb,2026-09-15
2021-04-19,KRW,1114.16,ecb,2026-09-15
2021-04-20,JPY,108.41,ecb,2026-09-15
2021-04-20,KRW,1114.36,ecb,2026-09-15
2021-04-21,JPY,108.10,ecb,2026-09-15
2021-04-21,KRW,1119.52,ecb,2026-09-15
2021-04-22,JPY,108.17,ecb,2026-09-15
2021-04-22,KRW,1117.56,ecb,2026-09-15
2021-04-23,JPY,107.72,ecb,2026-09-15
2021-04-23,KRW,1116.38,ecb,2026-09-15
2021-04-26,JPY,108.02,ecb,2026-09-15
2021-04-26,KRW,1111.76,ecb,2026-09-15
2021-04-27,JPY,108.27,ecb,2026-09-15
2021-04-27,KRW,1111.41,ecb,2026-09-15
2021-04-28,JPY,108.92,ecb,2026-09-15
2021-04-28,KRW,1114.29,ecb,2026-09-15
2021-04-29,JPY,108.99,ecb,2026-09-15
2021-04-29,KRW,1107.59,ecb,2026-09-15
2021-04-30,JPY,108.94,ecb,2026-09-15
2021-04-30,KRW,1114.25,ecb,2026-09-15
2021-05-03,JPY,109.52,ecb,2026-09-15
2021-05-03,KRW,1122.51,ecb,2026-09-15
2021-05-04,JPY,109.19,ecb,2026-09-15
2021-05-04,KRW,1126.00,ecb,2026-09-15
2021-05-05,JPY,109.29,ecb,2026-09-15
2021-05-05,KRW,1125.35,ecb,2026-09-15
2021-05-06,JPY,109.20,ecb,2026-09-15
2021-05-06,KRW,1121.71,ecb,2026-09-15
2021-05-07,JPY,109.26,ecb,2026-09-15
2021-05-07,KRW,1119.93,ecb,2026-09-15
2021-05-10,JPY,108.73,ecb,2026-09-15
2021-05-10,KRW,1111.96,ecb,2026-09-15
2021-05-11,JPY,108.56,ecb,2026-09-15
2021-05-11,KRW,1118.51,ecb,2026-09-15
2021-05-12,JPY,108.78,ecb,2026-09-15
2021-05-12,KRW,1124.76,ecb,2026-09-15
2021-05-13,JPY,109.57,ecb,2026-09-15
2021-05-13,KRW,1132.38,ecb,2026-09-15
2021-05-14,JPY,109.29,ecb,2026-09-15
2021-05-14,KRW,1128.49,ecb,2026-09-15
2021-05-17,JPY,109.20,ecb,2026-09-15
2021-05-17,KRW,1138.25,ecb,2026-09-15
2021-05-18,JPY,108.89,ecb,2026-09-15
2021-05-18,KRW,1127.57,ecb,2026-09-15
2021-05-19,JPY,109.15,ecb,2026-09-15
2021-05-19,KRW,1129.95,ecb,2026-09-15
2021-05-20,JPY,108.95,ecb,2026-09-15
2021-05-20,KRW,1130.79,ecb,2026-09-15
2021-05-21,JPY,108.80,ecb,2026-09-15
2021-05-21,KRW,1126.56,ecb,2026-09-15
2021-05-24,JPY,108.88,ecb,2026-09-15
2021-05-24,KRW,1126.29,ecb,2026-09-15
2021-05-25,JPY,108.85,ecb,2026-09-15
2021-05-25,KRW,1121.63,ecb,2026-09-15
2021-05-26,JPY,108.89,ecb,2026-09-15
2021-05-26,KRW,1117.02,ecb,2026-09-15
2021-05-27,JPY,109.38,ecb,2026-09-15
2021-05-27,KRW,1117.10,ecb,2026-09-15
2021-05-28,JPY,110.07,ecb,2026-09-15
2021-05-28,KRW,1116.67,ecb,2026-09-15
2021-05-31,JPY,109.65,ecb,2026-09-15
2021-05-31,KRW,1108.14,ecb,2026-09-15
2021-06-01,JPY,109.65,ecb,2026-09-15
2021-06-01,KRW,1108.70,ecb,2026-09-15
2021-06-02,JPY,109.73,ecb,2026-09-15
2021-06-02,KRW,1112.84,ecb,2026-09-15
2021-06-03,JPY,109.80,ecb,2026-09-15
2021-06-03,KRW,1114.10,ecb,2026-09-15
2021-06-04,JPY,110.09,ecb,2026-09-15
2021-06-04,KRW,1116.56,ecb,2026-09-15
2021-06-07,JPY,109.34,ecb,2026-09-15
2021-06-07,KRW,1111.03,ecb,2026-09-15
2021-06-08,JPY,109.41,ecb,2026-09-15
2021-06-08,KRW,1115.36,ecb,2026-09-15
2021-06-09,JPY,109.37,ecb,2026-09-15
2021-06-09,KRW,1115.13,ecb,2026-09-15
2021-06-10,JPY,109.54,ecb,2026-09-15
2021-06-10,KRW,1116.12,ecb,2026-09-15
2021-06-11,JPY,109.59,ecb,2026-09-15
2021-06-11,KRW,1114.30,ecb,2026-09-15
2021-06-14,JPY,109.77,ecb,2026-09-15
2021-06-14,KRW,1118.78,ecb,2026-09-15
2021-06-15,JPY,110.08,ecb,2026-09-15
2021-06-15,KRW,1118.35,ecb,2026-09-15
2021-06-16,JPY,109.86,ecb,2026-09-15
2021-06-16,KRW,1118.63,ecb,2026-09-15
2021-06-17,JPY,110.66,ecb,2026-09-15
2021-06-17,KRW,1134.34,ecb,2026-09-15
2021-06-18,JPY,110.20,ecb,2026-09-15
2021-06-18,KRW,1132.23,ecb,2026-09-15
2021-06-21,JPY,110.09,ecb,2026-09-15
2021-06-21,KRW,1134.63,ecb,2026-09-15
2021-06-22,JPY,110.56,ecb,2026-09-15
2021-06-22,KRW,1135.63,ecb,2026-09-15
2021-06-23,JPY,110.82,ecb,2026-09-15
2021-06-23,KRW,1136.27,ecb,2026-09-15
2021-06-24,JPY,110.76,ecb,2026-09-15
2021-06-24,KRW,1131.93,ecb,2026-09-15
2021-06-25,JPY,110.69,ecb,2026-09-15
2021-06-25,KRW,1126.65,ecb,2026-09-15
2021-06-28,JPY,110.94,ecb,2026-09-15
2021-06-28,KRW,1131.75,ecb,2026-09-15
2021-06-29,JPY,110.65,ecb,2026-09-15
2021-06-29,KRW,1128.24,ecb,2026-09-15
2021-06-30,JPY,110.59,ecb,2026-09-15
2021-06-30,KRW,1128.75,ecb,2026-09-15
2021-07-01,JPY,111.43,ecb,2026-09-15
2021-07-01,KRW,1132.50,ecb,2026-09-15
2021-07-02,JPY,111.43,ecb,2026-09-15
2021-07-02,KRW,1136.34,ecb,2026-09-15
2021-07-05,JPY,110.89,ecb,2026-09-15
2021-07-05,KRW,1130.31,ecb,2026-09-15
2021-07-06,JPY,110.65,ecb,2026-09-15
2021-07-06,KRW,1133.36,ecb,2026-09-15
2021-07-07,JPY,110.61,ecb,2026-09-15
2021-07-07,KRW,1136.75,ecb,2026-09-15
2021-07-08,JPY,109.74,ecb,2026-09-15
2021-07-08,KRW,1149.97,ecb,2026-09-15
2021-07-09,JPY,110.02,ecb,2026-09-15
2021-07-09,KRW,1145.39,ecb,2026-09-15
2021-07-12,JPY,110.15,ecb,2026-09-15
2021-07-12,KRW,1149.13,ecb,2026-09-15
2021-07-13,JPY,110.22,ecb,2026-09-15
2021-07-13,KRW,1145.53,ecb,2026-09-15
2021-07-14,JPY,110.31,ecb,2026-09-15
2021-07-14,KRW,1147.34,ecb,2026-09-15
2021-07-15,JPY,110.03,ecb,2026-09-15
2021-07-15,KRW,1143.31,ecb,2026-09-15
2021-07-16,JPY,110.18,ecb,2026-09-15
2021-07-16,KRW,1142.13,ecb,2026-09-15
2021-07-19,JPY,109.60,ecb,2026-09-15
2021-07-19,KRW,1153.77,ecb,2026-09-15
2021-07-20,JPY,109.58,ecb,2026-09-15
2021-07-20,KRW,1148.53,ecb,2026-09-15
2021-07-21,JPY,110.12,ecb,2026-09-15
2021-07-21,KRW,1154.91,ecb,2026-09-15
2021-07-22,JPY,110.26,ecb,2026-09-15
2021-07-22,KRW,1148.70,ecb,2026-09-15
2021-07-23,JPY,110.57,ecb,2026-09-15
2021-07-23,KRW,1150.84,ecb,2026-09-15
2021-07-26,JPY,110.33,ecb,2026-09-15
2021-07-26,KRW,1154.40,ecb,2026-09-15
2021-07-27,JPY,110.06,ecb,2026-09-15
2021-07-27,KRW,1152.20,ecb,2026-09-15
2021-07-28,JPY,110.08,ecb,2026-09-15
2021-07-28,KRW,1154.39,ecb,2026-09-15
2021-07-29,JPY,109.84,ecb,2026-09-15
2021-07-29,KRW,1145.52,ecb,2026-09-15
2021-07-30,JPY,109.65,ecb,2026-09-15
2021-07-30,KRW,1151.07,ecb,2026-09-15
2021-08-02,JPY,109.52,ecb,2026-09-15
2021-08-02,KRW,1150.66,ecb,2026-09-15
2021-08-03,JPY,109.13,ecb,2026-09-15
2021-08-03,KRW,1148.16,ecb,2026-09-15
2021-08-04,JPY,109.02,ecb,2026-09-15
2021-08-04,KRW,1142.77,ecb,2026-09-15
2021-08-05,JPY,109.53,ecb,2026-09-15
2021-08-05,KRW,1142.06,ecb,2026-09-15
2021-08-06,JPY,109.80,ecb,2026-09-15
2021-08-06,KRW,1142.67,ecb,2026-09-15
2021-08-09,JPY,110.11,ecb,2026-09-15
2021-08-09,KRW,1144.31,ecb,2026-09-15
2021-08-10,JPY,110.46,ecb,2026-09-15
2021-08-10,KRW,1151.48,ecb,2026-09-15
2021-08-11,JPY,110.67,ecb,2026-09-15
2021-08-11,KRW,1158.40,ecb,2026-09-15
2021-08-12,JPY,110.41,ecb,2026-09-15
2021-08-12,KRW,1162.95,ecb,2026-09-15
2021-08-13,JPY,110.19,ecb,2026-09-15
2021-08-13,KRW,1164.44,ecb,2026-09-15
2021-08-16,JPY,109.37,ecb,2026-09-15
2021-08-16,KRW,1167.25,ecb,2026-09-15
2021-08-17,JPY,109.26,ecb,2026-09-15
2021-08-17,KRW,1174.39,ecb,2026-09-15
2021-08-18,JPY,109.76,ecb,2026-09-15
2021-08-18,KRW,1170.31,ecb,2026-09-15
2021-08-19,JPY,109.62,ecb,2026-09-15
2021-08-19,KRW,1175.91,ecb,2026-09-15
2021-08-20,JPY,109.65,ecb,2026-09-15
2021-08-20,KRW,1182.98,ecb,2026-09-15
2021-08-23,JPY,110.10,ecb,2026-09-15
2021-08-23,KRW,1171.31,ecb,2026-09-15
2021-08-24,JPY,109.66,ecb,2026-09-15
2021-08-24,KRW,1166.10,ecb,2026-09-15
2021-08-25,JPY,109.92,ecb,2026-09-15
2021-08-25,KRW,1167.49,ecb,2026-09-15
2021-08-26,JPY,110.14,ecb,2026-09-15
2021-08-26,KRW,1167.13,ecb,2026-09-15
2021-08-27,JPY,110.19,ecb,2026-09-15
2021-08-27,KRW,1169.78,ecb,2026-09-15
2021-08-30,JPY,109.87,ecb,2026-09-15
2021-08-30,KRW,1165.18,ecb,2026-09-15
2021-08-31,JPY,109.81,ecb,2026-09-15
2021-08-31,KRW,1157.71,ecb,2026-09-15
2021-09-01,JPY,110.31,ecb,2026-09-15
2021-09-01,KRW,1158.71,ecb,2026-09-15
2021-09-02,JPY,110.00,ecb,2026-09-15
2021-09-02,KRW,1158.75,ecb,2026-09-15
2021-09-03,JPY,109.96,ecb,2026-09-15
2021-09-03,KRW,1157.40,ecb,2026-09-15
2021-09-06,JPY,109.86,ecb,2026-09-15
2021-09-06,KRW,1156.82,ecb,2026-09-15
2021-09-07,JPY,110.04,ecb,2026-09-15
2021-09-07,KRW,1163.70,ecb,2026-09-15
2021-09-08,JPY,110.18,ecb,2026-09-15
2021-09-08,KRW,1165.09,ecb,2026-09-15
2021-09-09,JPY,109.90,ecb,2026-09-15
2021-09-09,KRW,1168.04,ecb,2026-09-15
2021-09-10,JPY,109.81,ecb,2026-09-15
2021-09-10,KRW,1165.91,ecb,2026-09-15
2021-09-13,JPY,110.03,ecb,2026-09-15
2021-09-13,KRW,1174.65,ecb,2026-09-15
2021-09-14,JPY,110.11,ecb,2026-09-15
2021-09-14,KRW,1170.36,ecb,2026-09-15
2021-09-15,JPY,109.19,ecb,2026-09-15
2021-09-15,KRW,1167.77,ecb,2026-09-15
2021-09-16,JPY,109.39,ecb,2026-09-15
2021-09-16,KRW,1173.54,ecb,2026-09-15
2021-09-17,JPY,110.03,ecb,2026-09-15
2021-09-17,KRW,1176.79,ecb,2026-09-15
2021-09-20,JPY,109.45,ecb,2026-09-15
2021-09-20,KRW,1189.75,ecb,2026-09-15
2021-09-21,JPY,109.34,ecb,2026-09-15
2021-09-21,KRW,1183.21,ecb,2026-09-15
2021-09-22,JPY,109.56,ecb,2026-09-15
2021-09-22,KRW,1183.28,ecb,2026-09-15
2021-09-23,JPY,110.01,ecb,2026-09-15
2021-09-23,KRW,1173.48,ecb,2026-09-15
2021-09-24,JPY,110.50,ecb,2026-09-15
2021-09-24,KRW,1179.74,ecb,2026-09-15
2021-09-27,JPY,110.91,ecb,2026-09-15
2021-09-27,KRW,1181.43,ecb,2026-09-15
2021-09-28,JPY,111.47,ecb,2026-09-15
2021-09-28,KRW,1186.34,ecb,2026-09-15
2021-09-29,JPY,111.46,ecb,2026-09-15
2021-09-29,KRW,1185.17,ecb,2026-09-15
2021-09-30,JPY,111.99,ecb,2026-09-15
2021-09-30,KRW,1184.54,ecb,2026-09-15
2021-10-01,JPY,111.18,ecb,2026-09-15
2021-10-01,KRW,1182.17,ecb,2026-09-15
2021-10-04,JPY,111.04,ecb,2026-09-15
2021-10-04,KRW,1179.53,ecb,2026-09-15
2021-10-05,JPY,111.18,ecb,2026-09-15
2021-10-05,KRW,1186.11,ecb,2026-09-15
2021-10-06,JPY,111.35,ecb,2026-09-15
2021-10-06,KRW,1195.56,ecb,2026-09-15
2021-10-07,JPY,111.38,ecb,2026-09-15
2021-10-07,KRW,1189.99,ecb,2026-09-15
2021-10-08,JPY,111.78,ecb,2026-09-15
2021-10-08,KRW,1194.40,ecb,2026-09-15
2021-10-11,JPY,112.93,ecb,2026-09-15
2021-10-11,KRW,1195.29,ecb,2026-09-15
2021-10-12,JPY,113.42,ecb,2026-09-15
2021-10-12,KRW,1197.23,ecb,2026-09-15
2021-10-13,JPY,113.56,ecb,2026-09-15
2021-10-13,KRW,1191.95,ecb,2026-09-15
2021-10-14,JPY,113.47,ecb,2026-09-15
2021-10-14,KRW,1185.58,ecb,2026-09-15
2021-10-15,JPY,114.33,ecb,2026-09-15
2021-10-15,KRW,1181.87,ecb,2026-09-15
2021-10-18,JPY,114.15,ecb,2026-09-15
2021-10-18,KRW,1187.44,ecb,2026-09-15
2021-10-19,JPY,114.22,ecb,2026-09-15
2021-10-19,KRW,1178.00,ecb,2026-09-15
2021-10-20,JPY,114.24,ecb,2026-09-15
2021-10-20,KRW,1173.80,ecb,2026-09-15
2021-10-21,JPY,114.16,ecb,2026-09-15
2021-10-21,KRW,1177.79,ecb,2026-09-15
2021-10-22,JPY,113.87,ecb,2026-09-15
2021-10-22,KRW,1176.60,ecb,2026-09-15
2021-10-25,JPY,113.66,ecb,2026-09-15
2021-10-25,KRW,1169.78,ecb,2026-09-15
2021-10-26,JPY,114.02,ecb,2026-09-15
2021-10-26,KRW,1165.53,ecb,2026-09-15
2021-10-27,JPY,113.63,ecb,2026-09-15
2021-10-27,KRW,1171.08,ecb,2026-09-15
2021-10-28,JPY,113.60,ecb,2026-09-15
2021-10-28,KRW,1171.13,ecb,2026-09-15
2021-10-29,JPY,113.89,ecb,2026-09-15
2021-10-29,KRW,1170.39,ecb,2026-09-15
2021-11-01,JPY,114.17,ecb,2026-09-15
2021-11-01,KRW,1177.99,ecb,2026-09-15
2021-11-02,JPY,113.79,ecb,2026-09-15
2021-11-02,KRW,1175.53,ecb,2026-09-15
2021-11-03,JPY,113.92,ecb,2026-09-15
2021-11-03,KRW,1182.46,ecb,2026-09-15
2021-11-04,JPY,113.90,ecb,2026-09-15
2021-11-04,KRW,1183.62,ecb,2026-09-15
2021-11-05,JPY,113.71,ecb,2026-09-15
2021-11-05,KRW,1186.52,ecb,2026-09-15
2021-11-08,JPY,113.39,ecb,2026-09-15
2021-11-08,KRW,1181.90,ecb,2026-09-15
2021-11-09,JPY,113.07,ecb,2026-09-15
2021-11-09,KRW,1176.88,ecb,2026-09-15
2021-11-10,JPY,113.25,ecb,2026-09-15
2021-11-10,KRW,1178.91,ecb,2026-09-15
2021-11-11,JPY,113.95,ecb,2026-09-15
2021-11-11,KRW,1180.74,ecb,2026-09-15
2021-11-12,JPY,113.99,ecb,2026-09-15
2021-11-12,KRW,1178.46,ecb,2026-09-15
2021-11-15,JPY,113.88,ecb,2026-09-15
2021-11-15,KRW,1179.97,ecb,2026-09-15
2021-11-16,JPY,114.26,ecb,2026-09-15
2021-11-16,KRW,1181.39,ecb,2026-09-15
2021-11-17,JPY,114.69,ecb,2026-09-15
2021-11-17,KRW,1181.88,ecb,2026-09-15
2021-11-18,JPY,114.22,ecb,2026-09-15
2021-11-18,KRW,1183.13,ecb,2026-09-15
2021-11-19,JPY,113.76,ecb,2026-09-15
2021-11-19,KRW,1193.01,ecb,2026-09-15
2021-11-22,JPY,114.11,ecb,2026-09-15
2021-11-22,KRW,1187.02,ecb,2026-09-15
2021-11-23,JPY,114.89,ecb,2026-09-15
2021-11-23,KRW,1190.69,ecb,2026-09-15
2021-11-24,JPY,115.17,ecb,2026-09-15
2021-11-24,KRW,1188.21,ecb,2026-09-15
2021-11-25,JPY,115.31,ecb,2026-09-15
2021-11-25,KRW,1191.34,ecb,2026-09-15
2021-11-26,JPY,114.09,ecb,2026-09-15
2021-11-26,KRW,1194.67,ecb,2026-09-15
2021-11-29,JPY,113.70,ecb,2026-09-15
2021-11-29,KRW,1192.56,ecb,2026-09-15
2021-11-30,JPY,112.82,ecb,2026-09-15
2021-11-30,KRW,1188.32,ecb,2026-09-15
2021-12-01,JPY,113.37,ecb,2026-09-15
2021-12-01,KRW,1176.00,ecb,2026-09-15
2021-12-02,JPY,112.83,ecb,2026-09-15
2021-12-02,KRW,1176.09,ecb,2026-09-15
2021-12-03,JPY,113.34,ecb,2026-09-15
2021-12-03,KRW,1181.51,ecb,2026-09-15
2021-12-06,JPY,113.21,ecb,2026-09-15
2021-12-06,KRW,1181.72,ecb,2026-09-15
2021-12-07,JPY,113.57,ecb,2026-09-15
2021-12-07,KRW,1177.59,ecb,2026-09-15
2021-12-08,JPY,113.79,ecb,2026-09-15
2021-12-08,KRW,1175.55,ecb,2026-09-15
2021-12-09,JPY,113.35,ecb,2026-09-15
2021-12-09,KRW,1177.10,ecb,2026-09-15
2021-12-10,JPY,113.72,ecb,2026-09-15
2021-12-10,KRW,1181.01,ecb,2026-09-15
2021-12-13,JPY,113.66,ecb,2026-09-15
2021-12-13,KRW,1182.48,ecb,2026-09-15
2021-12-14,JPY,113.58,ecb,2026-09-15
2021-12-14,KRW,1183.40,ecb,2026-09-15
2021-12-15,JPY,113.88,ecb,2026-09-15
2021-12-15,KRW,1185.76,ecb,2026-09-15
2021-12-16,JPY,114.12,ecb,2026-09-15
