yyyymm,period_type,imex,dimension,name,value_usd_k,retrieved_at
2024-01,FULL,I,country,일본,3755031,2026-09-11
2024-01,D10,I,country,사우디아라비아,805782,2026-09-11
2024-01,D20,I,country,사우디아라비아,1620569,2026-09-11
2024-01,FULL,I,country,사우디아라비아,2662075,2026-09-11
2024-01,D10,I,country,대만,772036,2026-09-11
2024-01,D20,I,country,대만,1471679,2026-09-11
2024-01,FULL,I,country,대만,2196893,2026-09-11
2024-01,D10,I,country,말레이시아,533847,2026-09-11
2024-01,D20,I,country,말레이시아,817004,2026-09-11
2024-01,FULL,I,country,말레이시아,1367470,2026-09-11
2024-01,D10,I,country,러시아 연방,183525,2026-09-11
2024-01,D20,I,country,러시아 연방,340778,2026-09-11
2024-01,FULL,I,country,러시아 연방,531098,2026-09-11
2024-02,D10,I,country,중국,3566847,2026-09-11
2024-02,D20,I,country,중국,6657788,2026-09-11
2024-02,FULL,I,country,중국,9429123,2026-09-11
2024-02,D10,I,country,미국,1743786,2026-09-11
2024-02,D20,I,country,미국,3775135,2026-09-11
2024-02,FULL,I,country,미국,5612523,2026-09-11
2024-02,D10,I,country,유럽연합,1598520,2026-09-11
2024-02,D20,I,country,유럽연합,3194301,2026-09-11
2024-02,FULL,I,country,유럽연합,4777785,2026-09-11
2024-02,D10,I,country,일본,1246871,2026-09-11
2024-02,D20,I,country,일본,2533815,2026-09-11
2024-02,FULL,I,country,일본,3722298,2026-09-11
2024-02,D10,I,country,사우디아라비아,923518,2026-09-11
2024-02,D20,I,country,사우디아라비아,1382518,2026-09-11
2024-02,FULL,I,country,사우디아라비아,2367819,2026-09-11
2024-02,D10,I,country,호주,890793,2026-09-11
2024-02,D20,I,country,호주,1355066,2026-09-11
2024-02,FULL,I,country,호주,2338063,2026-09-11
2024-02,D10,I,country,대만,804412,2026-09-11
2024-02,D20,I,country,대만,1474852,2026-09-11
2024-02,FULL,I,country,대만,2191751,2026-09-11
2024-02,D10,I,country,베트남,732132,2026-09-11
2024-02,D20,I,country,베트남,1517366,2026-09-11
2024-02,FULL,I,country,베트남,2127367,2026-09-11
2024-02,D10,I,country,말레이시아,284673,2026-09-11
2024-02,D20,I,country,말레이시아,701495,2026-09-11
2024-02,FULL,I,country,말레이시아,1116085,2026-09-11
2024-02,D10,I,country,러시아 연방,203094,2026-09-11
2024-02,D20,I,country,러시아 연방,382150,2026-09-11
2024-02,FULL,I,country,러시아 연방,603016,2026-09-11
2024-03,D10,I,country,중국,3108439,2026-09-11
2024-03,D20,I,country,중국,7631434,2026-09-11
2024-03,FULL,I,country,중국,11409748,2026-09-11
2024-03,D10,I,country,미국,1726117,2026-09-11
2024-03,D20,I,country,미국,4082571,2026-09-11
2024-03,FULL,I,country,미국,5975811,2026-09-11
2024-03,D10,I,country,유럽연합,1358655,2026-09-11
2024-03,D20,I,country,유럽연합,3565798,2026-09-11
2024-03,FULL,I,country,유럽연합,5557457,2026-09-11
2024-03,D10,I,country,일본,1178824,2026-09-11
2024-03,D20,I,country,일본,2712412,2026-09-11
2024-03,FULL,I,country,일본,4080885,2026-09-11
2024-03,D10,I,country,사우디아라비아,834256,2026-09-11
2024-03,D20,I,country,사우디아라비아,1652419,2026-09-11
2024-03,FULL,I,country,사우디아라비아,2608414,2026-09-11
2024-03,D10,I,country,베트남,656962,2026-09-11
2024-03,D20,I,country,베트남,1549200,2026-09-11
2024-03,FULL,I,country,베트남,2314000,2026-09-11
2024-03,D10,I,country,대만,647928,2026-09-11
2024-03,D20,I,country,대만,1418563,2026-09-11
2024-03,FULL,I,country,대만,2129274,2026-09-11
2024-03,D10,I,country,호주,608099,2026-09-11
2024-03,D20,I,country,호주,1481688,2026-09-11
2024-03,FULL,I,country,호주,2401773,2026-09-11
2024-03,D10,I,country,말레이시아,312762,2026-09-11
2024-03,D20,I,country,말레이시아,665877,2026-09-11
2024-03,FULL,I,country,말레이시아,1061066,2026-09-11
2024-03,D10,I,country,러시아 연방,135372,2026-09-11
2024-03,D20,I,country,러시아 연방,401438,2026-09-11
2024-03,FULL,I,country,러시아 연방,557421,2026-09-11
2024-04,D10,I,country,중국,4335604,2026-09-11
2024-04,D20,I,country,중국,8278483,2026-09-11
2024-04,FULL,I,country,중국,12425106,2026-09-11
2024-04,D10,I,country,미국,2231713,2026-09-11
2024-04,D20,I,country,미국,4458345,2026-09-11
2024-04,FULL,I,country,미국,6012893,2026-09-11
2024-04,D10,I,country,유럽연합,1884096,2026-09-11
2024-04,D20,I,country,유럽연합,3668504,2026-09-11
2024-04,FULL,I,country,유럽연합,5320219,2026-09-11
2024-04,D10,I,country,일본,1557536,2026-09-11
2024-04,D20,I,country,일본,2832079,2026-09-11
2024-04,FULL,I,country,일본,4130443,2026-09-11
2024-04,D10,I,country,호주,852997,2026-09-11
2024-04,D20,I,country,호주,1932725,2026-09-11
2024-04,FULL,I,country,호주,2975065,2026-09-11
2024-04,D10,I,country,베트남,770246,2026-09-11
2024-04,D20,I,country,베트남,1552004,2026-09-11
2024-04,FULL,I,country,베트남,2249764,2026-09-11
2024-04,D10,I,country,대만,758573,2026-09-11
2024-04,D20,I,country,대만,1562810,2026-09-11
2024-04,FULL,I,country,대만,2298493,2026-09-11
2024-04,D10,I,country,사우디아라비아,749096,2026-09-11
2024-04,D20,I,country,사우디아라비아,2310412,2026-09-11
2024-04,FULL,I,country,사우디아라비아,2800137,2026-09-11
2024-04,D10,I,country,말레이시아,392045,2026-09-11
2024-04,D20,I,country,말레이시아,770553,2026-09-11
2024-04,FULL,I,country,말레이시아,1028087,2026-09-11
2024-04,D10,I,country,러시아 연방,231246,2026-09-11
2024-04,D20,I,country,러시아 연방,340021,2026-09-11
2024-04,FULL,I,country,러시아 연방,528178,2026-09-11
2024-05,D10,I,country,중국,3853602,2026-09-11
2024-05,D20,I,country,중국,7336424,2026-09-11
2024-05,FULL,I,country,중국,12287459,2026-09-11
2024-05,D10,I,country,미국,2247667,2026-09-11
2024-05,D20,I,country,미국,4401180,2026-09-11
2024-05,FULL,I,country,미국,6375264,2026-09-11
2024-05,D10,I,country,유럽연합,1725661,2026-09-11
2024-05,D20,I,country,유럽연합,3481796,2026-09-11
2024-05,FULL,I,country,유럽연합,5380384,2026-09-11
2024-05,D10,I,country,일본,1002047,2026-09-11
2024-05,D20,I,country,일본,2098800,2026-09-11
2024-05,FULL,I,country,일본,3443526,2026-09-11
2024-05,D10,I,country,사우디아라비아,985896,2026-09-11
2024-05,D20,I,country,사우디아라비아,1784839,2026-09-11
2024-05,FULL,I,country,사우디아라비아,3040380,2026-09-11
2024-05,D10,I,country,대만,944771,2026-09-11
2024-05,D20,I,country,대만,1785849,2026-09-11
2024-05,FULL,I,country,대만,2792061,2026-09-11
2024-05,D10,I,country,호주,728005,2026-09-11
2024-05,D20,I,country,호주,1397824,2026-09-11
2024-05,FULL,I,country,호주,2271405,2026-09-11
2024-05,D10,I,country,베트남,626812,2026-09-11
2024-05,D20,I,country,베트남,1198447,2026-09-11
2024-05,FULL,I,country,베트남,2040070,2026-09-11
2024-05,D10,I,country,말레이시아,452766,2026-09-11
2024-05,D20,I,country,말레이시아,717132,2026-09-11
2024-05,FULL,I,country,말레이시아,1016349,2026-09-11
2024-05,D10,I,country,러시아 연방,143404,2026-09-11
2024-05,D20,I,country,러시아 연방,257001,2026-09-11
2024-05,FULL,I,country,러시아 연방,619769,2026-09-11
2024-06,D10,I,country,중국,3349053,2026-09-11
2024-06,D20,I,country,중국,7728083,2026-09-11
2024-06,FULL,I,country,중국,10941026,2026-09-11
2024-06,D10,I,country,유럽연합,1700300,2026-09-11
2024-06,D20,I,country,유럽연합,3843860,2026-09-11
2024-06,FULL,I,country,유럽연합,5643158,2026-09-11
2024-06,D10,I,country,미국,1688918,2026-09-11
2024-06,D20,I,country,미국,4191429,2026-09-11
2024-06,FULL,I,country,미국,5496912,2026-09-11
2024-06,D10,I,country,일본,1148712,2026-09-11
2024-06,D20,I,country,일본,2533043,2026-09-11
2024-06,FULL,I,country,일본,3507948,2026-09-11
2024-06,D10,I,country,대만,800079,2026-09-11
2024-06,D20,I,country,대만,1576484,2026-09-11
2024-06,FULL,I,country,대만,2175690,2026-09-11
2024-06,D10,I,country,사우디아라비아,786787,2026-09-11
2024-06,D20,I,country,사우디아라비아,1460195,2026-09-11
2024-06,FULL,I,country,사우디아라비아,2405558,2026-09-11
2024-06,D10,I,country,호주,764632,2026-09-11
2024-06,D20,I,country,호주,1583401,2026-09-11
2024-06,FULL,I,country,호주,2369177,2026-09-11
2024-06,D10,I,country,베트남,652941,2026-09-11
2024-06,D20,I,country,베트남,1485109,2026-09-11
2024-06,FULL,I,country,베트남,2201439,2026-09-11
2024-06,D10,I,country,말레이시아,417071,2026-09-11
2024-06,D20,I,country,말레이시아,872593,2026-09-11
2024-06,FULL,I,country,말레이시아,1135523,2026-09-11
2024-06,D10,I,country,러시아 연방,149312,2026-09-11
2024-06,D20,I,country,러시아 연방,325949,2026-09-11
2024-06,FULL,I,country,러시아 연방,453789,2026-09-11
2024-07,D10,I,country,중국,4565477,2026-09-11
2024-07,D20,I,country,중국,8072509,2026-09-11
2024-07,FULL,I,country,중국,11942846,2026-09-11
2024-07,D10,I,country,미국,2821597,2026-09-11
2024-07,D20,I,country,미국,6127553,2026-09-11
2024-07,FULL,I,country,미국,7921852,2026-09-11
2024-07,D10,I,country,유럽연합,1832980,2026-09-11
2024-07,D20,I,country,유럽연합,3386190,2026-09-11
2024-07,FULL,I,country,유럽연합,5080832,2026-09-11
2024-07,D10,I,country,일본,1502247,2026-09-11
2024-07,D20,I,country,일본,2740012,2026-09-11
2024-07,FULL,I,country,일본,4107365,2026-09-11
2024-07,D10,I,country,대만,1018882,2026-09-11
2024-07,D20,I,country,대만,1790905,2026-09-11
2024-07,FULL,I,country,대만,2555217,2026-09-11
2024-07,D10,I,country,사우디아라비아,865911,2026-09-11
2024-07,D20,I,country,사우디아라비아,1928290,2026-09-11
2024-07,FULL,I,country,사우디아라비아,2760011,2026-09-11
2024-07,D10,I,country,베트남,864726,2026-09-11
2024-07,D20,I,country,베트남,1646927,2026-09-11
2024-07,FULL,I,country,베트남,2493154,2026-09-11
2024-07,D10,I,country,호주,576952,2026-09-11
2024-07,D20,I,country,호주,1313718,2026-09-11
2024-07,FULL,I,country,호주,1874512,2026-09-11
2024-07,D10,I,country,말레이시아,450327,2026-09-11
2024-07,D20,I,country,말레이시아,738989,2026-09-11
2024-07,FULL,I,country,말레이시아,1048847,2026-09-11
2024-07,D10,I,country,러시아 연방,147943,2026-09-11
2024-07,D20,I,country,러시아 연방,335983,2026-09-11
2024-07,FULL,I,country,러시아 연방,502587,2026-09-11
2024-08,D10,I,country,중국,3633686,2026-09-11
2024-08,D20,I,country,중국,7389157,2026-09-11
2024-08,FULL,I,country,중국,11482791,2026-09-11
2024-08,D10,I,country,미국,2084847,2026-09-11
2024-08,D20,I,country,미국,3907611,2026-09-11
2024-08,FULL,I,country,미국,6257983,2026-09-11
2024-08,D10,I,country,일본,1580502,2026-09-11
2024-08,D20,I,country,일본,2623686,2026-09-11
2024-08,FULL,I,country,일본,3914421,2026-09-11
2024-08,D10,I,country,유럽연합,1531694,2026-09-11
2024-08,D20,I,country,유럽연합,3132377,2026-09-11
2024-08,FULL,I,country,유럽연합,5100254,2026-09-11
2024-08,D10,I,country,호주,1080828,2026-09-11
2024-08,D20,I,country,호주,1816329,2026-09-11
2024-08,FULL,I,country,호주,2745493,2026-09-11
2024-08,D10,I,country,사우디아라비아,1077044,2026-09-11
2024-08,D20,I,country,사우디아라비아,1668659,2026-09-11
2024-08,FULL,I,country,사우디아라비아,2559626,2026-09-11
2024-08,D10,I,country,대만,849108,2026-09-11
2024-08,D20,I,country,대만,1620497,2026-09-11
2024-08,FULL,I,country,대만,2573665,2026-09-11
2024-08,D10,I,country,베트남,790513,2026-09-11
2024-08,D20,I,country,베트남,1608499,2026-09-11
2024-08,FULL,I,country,베트남,2589553,2026-09-11
2024-08,D10,I,country,말레이시아,418603,2026-09-11
2024-08,D20,I,country,말레이시아,772325,2026-09-11
2024-08,FULL,I,country,말레이시아,1256219,2026-09-11
2024-08,D10,I,country,러시아 연방,171582,2026-09-11
2024-08,D20,I,country,러시아 연방,480484,2026-09-11
2024-08,FULL,I,country,러시아 연방,897402,2026-09-11
2022-08,D10,E,total,TOTAL,15608383,2026-09-11
2022-08,D20,E,total,TOTAL,33355057,2026-09-11
2022-08,FULL,E,total,TOTAL,56605950,2026-09-11
2022-09,D10,E,total,TOTAL,16130192,2026-09-11
2022-09,D20,E,total,TOTAL,32755635,2026-09-11
2022-09,FULL,E,total,TOTAL,57176300,2026-09-11
2022-10,D10,E,total,TOTAL,11784731,2026-09-11
2022-10,D20,E,total,TOTAL,32352884,2026-09-11
2022-10,FULL,E,total,TOTAL,52428092,2026-09-11
2022-11,D10,E,total,TOTAL,17673191,2026-09-11
2022-11,D20,E,total,TOTAL,33073391,2026-09-11
2022-11,FULL,E,total,TOTAL,51771855,2026-09-11
2022-12,D10,E,total,TOTAL,15292360,2026-09-11
2022-12,D20,E,total,TOTAL,33526222,2026-09-11
2022-12,FULL,E,total,TOTAL,54848666,2026-09-11
2023-01,D10,E,total,TOTAL,13886115,2026-09-11
2023-01,D20,E,total,TOTAL,33668056,2026-09-11
2023-01,FULL,E,total,TOTAL,46339145,2026-09-11
2023-02,D10,E,total,TOTAL,17572590,2026-09-11
2023-02,D20,E,total,TOTAL,33332355,2026-09-11
2023-02,FULL,E,total,TOTAL,49994593,2026-09-11
2023-03,D10,E,total,TOTAL,15637051,2026-09-11
2023-03,D20,E,total,TOTAL,30696039,2026-09-11
2023-03,FULL,E,total,TOTAL,54882484,2026-09-11
2023-04,D10,E,total,TOTAL,13521988,2026-09-11
2023-04,D20,E,total,TOTAL,32252925,2026-09-11
2023-04,FULL,E,total,TOTAL,49430879,2026-09-11
2023-05,D10,E,total,TOTAL,14433318,2026-09-11
2023-05,D20,E,total,TOTAL,32272483,2026-09-11
2023-05,FULL,E,total,TOTAL,52054195,2026-09-11
2023-06,D10,E,total,TOTAL,15298064,2026-09-11
2023-06,D20,E,total,TOTAL,32936268,2026-09-11
2023-06,FULL,E,total,TOTAL,54297754,2026-09-11
2023-07,D10,E,total,TOTAL,13258526,2026-09-11
2023-07,D20,E,total,TOTAL,31275665,2026-09-11
2023-07,FULL,E,total,TOTAL,50457776,2026-09-11
2022-08,D10,E,item,반도체,2990284,2026-09-11
2022-08,D20,E,item,반도체,6271259,2026-09-11
2022-08,FULL,E,item,반도체,11067131,2026-09-11
2022-08,D10,E,item,석유제품,2213856,2026-09-11
2022-08,D20,E,item,석유제품,4252366,2026-09-11
2022-08,FULL,E,item,석유제품,6671348,2026-09-11
2022-08,D10,E,item,철강제품,1245951,2026-09-11
2022-08,D20,E,item,철강제품,2725596,2026-09-11
2022-08,FULL,E,item,철강제품,4577755,2026-09-11
2022-08,D10,E,item,무선통신기기,563974,2026-09-11
2022-08,D20,E,item,무선통신기기,1073360,2026-09-11
2022-08,FULL,E,item,무선통신기기,1601817,2026-09-11
2022-08,D10,E,item,승용차,420925,2026-09-11
2022-08,D20,E,item,승용차,1763247,2026-09-11
2022-08,FULL,E,item,승용차,3954946,2026-09-11
2022-08,D10,E,item,자동차부품,399339,2026-09-11
2022-08,D20,E,item,자동차부품,1028350,2026-09-11
2022-08,FULL,E,item,자동차부품,1747597,2026-09-11
2022-08,D10,E,item,정밀기기,314139,2026-09-11
2022-08,D20,E,item,정밀기기,674654,2026-09-11
2022-08,FULL,E,item,정밀기기,1103321,2026-09-11
2022-08,D10,E,item,가전제품,255219,2026-09-11
2022-08,D20,E,item,가전제품,452180,2026-09-11
2022-08,FULL,E,item,가전제품,750592,2026-09-11
2022-08,D10,E,item,컴퓨터주변기기,238223,2026-09-11
2022-08,D20,E,item,컴퓨터주변기기,510464,2026-09-11
2022-08,FULL,E,item,컴퓨터주변기기,1257613,2026-09-11
2022-08,D10,E,item,선박,76083,2026-09-11
2022-08,D20,E,item,선박,668009,2026-09-11
2022-08,FULL,E,item,선박,1134136,2026-09-11
2022-09,D10,E,item,반도체,3481612,2026-09-11
2022-09,D20,E,item,반도체,6898313,2026-09-11
2022-09,FULL,E,item,반도체,11772503,2026-09-11
2022-09,D10,E,item,석유제품,1616585,2026-09-11
2022-09,D20,E,item,석유제품,3329216,2026-09-11
2022-09,FULL,E,item,석유제품,5292847,2026-09-11
2022-09,D10,E,item,승용차,1062287,2026-09-11
2022-09,D20,E,item,승용차,2189756,2026-09-11
2022-09,FULL,E,item,승용차,4574495,2026-09-11
2022-09,D10,E,item,철강제품,1026160,2026-09-11
2022-09,D20,E,item,철강제품,2100043,2026-09-11
2022-09,FULL,E,item,철강제품,3964009,2026-09-11
2022-09,D10,E,item,무선통신기기,615336,2026-09-11
2022-09,D20,E,item,무선통신기기,1216095,2026-09-11
2022-09,FULL,E,item,무선통신기기,1918478,2026-09-11
2022-09,D10,E,item,자동차부품,608979,2026-09-11
2022-09,D20,E,item,자동차부품,1116733,2026-09-11
2022-09,FULL,E,item,자동차부품,1955883,2026-09-11
2022-09,D10,E,item,정밀기기,352036,2026-09-11
2022-09,D20,E,item,정밀기기,704912,2026-09-11
2022-09,FULL,E,item,정밀기기,1233422,2026-09-11
2022-09,D10,E,item,컴퓨터주변기기,311354,2026-09-11
2022-09,D20,E,item,컴퓨터주변기기,624220,2026-09-11
2022-09,FULL,E,item,컴퓨터주변기기,1507736,2026-09-11
2022-09,D10,E,item,가전제품,175381,2026-09-11
2022-09,D20,E,item,가전제품,389021,2026-09-11
2022-09,FULL,E,item,가전제품,640647,2026-09-11
2022-09,D10,E,item,선박,142659,2026-09-11
2022-09,D20,E,item,선박,667477,2026-09-11
2022-09,FULL,E,item,선박,1158512,2026-09-11
2022-10,D10,E,item,반도체,2226543,2026-09-11
2022-10,D20,E,item,반도체,5572560,2026-09-11
2022-10,FULL,E,item,반도체,9515297,2026-09-11
2022-10,D10,E,item,석유제품,1049593,2026-09-11
2022-10,D20,E,item,석유제품,3121861,2026-09-11
2022-10,FULL,E,item,석유제품,4500682,2026-09-11
2022-10,D10,E,item,승용차,944714,2026-09-11
2022-10,D20,E,item,승용차,2647824,2026-09-11
2022-10,FULL,E,item,승용차,4716609,2026-09-11
2022-10,D10,E,item,철강제품,795605,2026-09-11
2022-10,D20,E,item,철강제품,2388769,2026-09-11
2022-10,FULL,E,item,철강제품,4014704,2026-09-11
2022-10,D10,E,item,무선통신기기,595140,2026-09-11
2022-10,D20,E,item,무선통신기기,1287675,2026-09-11
2022-10,FULL,E,item,무선통신기기,1971231,2026-09-11
2022-10,D10,E,item,선박,508150,2026-09-11
2022-10,D20,E,item,선박,990900,2026-09-11
2022-10,FULL,E,item,선박,1343085,2026-09-11
2022-10,D10,E,item,자동차부품,380814,2026-09-11
2022-10,D20,E,item,자동차부품,1155271,2026-09-11
2022-10,FULL,E,item,자동차부품,1793371,2026-09-11
2022-10,D10,E,item,정밀기기,289542,2026-09-11
2022-10,D20,E,item,정밀기기,710984,2026-09-11
2022-10,FULL,E,item,정밀기기,1128689,2026-09-11
2022-10,D10,E,item,컴퓨터주변기기,159490,2026-09-11
2022-10,D20,E,item,컴퓨터주변기기,426782,2026-09-11
2022-10,FULL,E,item,컴퓨터주변기기,1008583,2026-09-11
2022-10,D10,E,item,가전제품,142319,2026-09-11
2022-10,D20,E,item,가전제품,386425,2026-09-11
2022-10,FULL,E,item,가전제품,565207,2026-09-11
2022-11,D10,E,item,반도체,2760437,2026-09-11
2022-11,D20,E,item,반도체,5284029,2026-09-11
2022-11,FULL,E,item,반도체,8743404,2026-09-11
2022-11,D10,E,item,석유제품,1964244,2026-09-11
2022-11,D20,E,item,석유제품,3041060,2026-09-11
2022-11,FULL,E,item,석유제품,4854931,2026-09-11
2022-11,D10,E,item,승용차,1456382,2026-09-11
2022-11,D20,E,item,승용차,3131728,2026-09-11
2022-11,FULL,E,item,승용차,5160253,2026-09-11
2022-11,D10,E,item,철강제품,1272157,2026-09-11
2022-11,D20,E,item,철강제품,2467521,2026-09-11
2022-11,FULL,E,item,철강제품,4189712,2026-09-11
2022-11,D10,E,item,무선통신기기,700334,2026-09-11
2022-11,D20,E,item,무선통신기기,1365563,2026-09-11
2022-11,FULL,E,item,무선통신기기,1940223,2026-09-11
2022-11,D10,E,item,자동차부품,673774,2026-09-11
2022-11,D20,E,item,자동차부품,1184300,2026-09-11
2022-11,FULL,E,item,자동차부품,1788629,2026-09-11
2022-11,D10,E,item,선박,384302,2026-09-11
2022-11,D20,E,item,선박,895494,2026-09-11
2022-11,FULL,E,item,선박,1059596,2026-09-11
2022-11,D10,E,item,정밀기기,355502,2026-09-11
2022-11,D20,E,item,정밀기기,647964,2026-09-11
2022-11,FULL,E,item,정밀기기,999407,2026-09-11
2022-11,D10,E,item,컴퓨터주변기기,282976,2026-09-11
2022-11,D20,E,item,컴퓨터주변기기,485965,2026-09-11
2022-11,FULL,E,item,컴퓨터주변기기,951549,2026-09-11
2022-11,D10,E,item,가전제품,197671,2026-09-11
2022-11,D20,E,item,가전제품,342231,2026-09-11
2022-11,FULL,E,item,가전제품,497155,2026-09-11
2022-12,D10,E,item,반도체,2633211,2026-09-11
2022-12,D20,E,item,반도체,5585861,2026-09-11
2022-12,FULL,E,item,반도체,9401737,2026-09-11
2022-12,D10,E,item,석유제품,1439234,2026-09-11
2022-12,D20,E,item,석유제품,2854999,2026-09-11
2022-12,FULL,E,item,석유제품,4708403,2026-09-11
2022-12,D10,E,item,승용차,1398933,2026-09-11
2022-12,D20,E,item,승용차,2932268,2026-09-11
2022-12,FULL,E,item,승용차,5201391,2026-09-11
2022-12,D10,E,item,철강제품,989605,2026-09-11
2022-12,D20,E,item,철강제품,2569383,2026-09-11
2022-12,FULL,E,item,철강제품,4084832,2026-09-11
2022-12,D10,E,item,자동차부품,548660,2026-09-11
2022-12,D20,E,item,자동차부품,1210756,2026-09-11
2022-12,FULL,E,item,자동차부품,1920387,2026-09-11
2022-12,D10,E,item,선박,491887,2026-09-11
2022-12,D20,E,item,선박,983783,2026-09-11
2022-12,FULL,E,item,선박,2448538,2026-09-11
2022-12,D10,E,item,무선통신기기,472928,2026-09-11
2022-12,D20,E,item,무선통신기기,905767,2026-09-11
2022-12,FULL,E,item,무선통신기기,1338272,2026-09-11
2022-12,D10,E,item,정밀기기,319847,2026-09-11
2022-12,D20,E,item,정밀기기,719023,2026-09-11
2022-12,FULL,E,item,정밀기기,1094999,2026-09-11
2022-12,D10,E,item,컴퓨터주변기기,219805,2026-09-11
2022-12,D20,E,item,컴퓨터주변기기,498168,2026-09-11
2022-12,FULL,E,item,컴퓨터주변기기,1117778,2026-09-11
2022-12,D10,E,item,가전제품,143440,2026-09-11
2022-12,D20,E,item,가전제품,357131,2026-09-11
2022-12,FULL,E,item,가전제품,528852,2026-09-11
2023-01,D10,E,item,반도체,2047010,2026-09-11
2023-01,D20,E,item,반도체,4427339,2026-09-11
2023-01,FULL,E,item,반도체,6236188,2026-09-11
2023-01,D10,E,item,석유제품,1308812,2026-09-11
2023-01,D20,E,item,석유제품,2882038,2026-09-11
2023-01,FULL,E,item,석유제품,4253006,2026-09-11
2023-01,D10,E,item,승용차,1273254,2026-09-11
2023-01,D20,E,item,승용차,3389523,2026-09-11
2023-01,FULL,E,item,승용차,4796499,2026-09-11
2023-01,D10,E,item,철강제품,1003783,2026-09-11
2023-01,D20,E,item,철강제품,2665599,2026-09-11
2023-01,FULL,E,item,철강제품,3844257,2026-09-11
2023-01,D10,E,item,무선통신기기,560338,2026-09-11
2023-01,D20,E,item,무선통신기기,1150042,2026-09-11
2023-01,FULL,E,item,무선통신기기,1479275,2026-09-11
2023-01,D10,E,item,자동차부품,509294,2026-09-11
2023-01,D20,E,item,자동차부품,1308750,2026-09-11
2023-01,FULL,E,item,자동차부품,1676651,2026-09-11
2023-01,D10,E,item,선박,353774,2026-09-11
2023-01,D20,E,item,선박,1015508,2026-09-11
2023-01,FULL,E,item,선박,1397147,2026-09-11
2023-01,D10,E,item,정밀기기,299272,2026-09-11
2023-01,D20,E,item,정밀기기,679296,2026-09-11
2023-01,FULL,E,item,정밀기기,892949,2026-09-11
2023-01,D10,E,item,컴퓨터주변기기,186809,2026-09-11
2023-01,D20,E,item,컴퓨터주변기기,409780,2026-09-11
2023-01,FULL,E,item,컴퓨터주변기기,605545,2026-09-11
2023-01,D10,E,item,가전제품,158135,2026-09-11
2023-01,D20,E,item,가전제품,395974,2026-09-11
2023-01,FULL,E,item,가전제품,540195,2026-09-11
2023-02,D10,E,item,반도체,1957190,2026-09-11
2023-02,D20,E,item,반도체,3803005,2026-09-11
2023-02,FULL,E,item,반도체,6167225,2026-09-11
2023-02,D10,E,item,승용차,1739292,2026-09-11
2023-02,D20,E,item,승용차,3355625,2026-09-11
2023-02,FULL,E,item,승용차,5369418,2026-09-11
2023-02,D10,E,item,석유제품,1737184,2026-09-11
2023-02,D20,E,item,석유제품,3073809,2026-09-11
2023-02,FULL,E,item,석유제품,4639290,2026-09-11
2023-02,D10,E,item,철강제품,1367473,2026-09-11
2023-02,D20,E,item,철강제품,2690650,2026-09-11
2023-02,FULL,E,item,철강제품,4228524,2026-09-11
2023-02,D10,E,item,자동차부품,725182,2026-09-11
2023-02,D20,E,item,자동차부품,1344975,2026-09-11
2023-02,FULL,E,item,자동차부품,1955291,2026-09-11
2023-02,D10,E,item,선박,475796,2026-09-11
2023-02,D20,E,item,선박,1307243,2026-09-11
2023-02,FULL,E,item,선박,1482106,2026-09-11
2023-02,D10,E,item,무선통신기기,432332,2026-09-11
2023-02,D20,E,item,무선통신기기,851246,2026-09-11
2023-02,FULL,E,item,무선통신기기,1144405,2026-09-11
2023-02,D10,E,item,정밀기기,345676,2026-09-11
2023-02,D20,E,item,정밀기기,630337,2026-09-11
2023-02,FULL,E,item,정밀기기,934625,2026-09-11
2023-02,D10,E,item,가전제품,222948,2026-09-11
2023-02,D20,E,item,가전제품,429479,2026-09-11
2023-02,FULL,E,item,가전제품,632437,2026-09-11
2023-02,D10,E,item,컴퓨터주변기기,205089,2026-09-11
2023-02,D20,E,item,컴퓨터주변기기,411062,2026-09-11
2023-02,FULL,E,item,컴퓨터주변기기,635158,2026-09-11
2023-03,D10,E,item,반도체,2259206,2026-09-11
2023-03,D20,E,item,반도체,4323297,2026-09-11
2023-03,FULL,E,item,반도체,8796319,2026-09-11
2023-03,D10,E,item,승용차,1694810,2026-09-11
2023-03,D20,E,item,승용차,3448594,2026-09-11
2023-03,FULL,E,item,승용차,6251042,2026-09-11
2023-03,D10,E,item,석유제품,1422304,2026-09-11
2023-03,D20,E,item,석유제품,2856549,2026-09-11
2023-03,FULL,E,item,석유제품,4523433,2026-09-11
2023-03,D10,E,item,철강제품,1323991,2026-09-11
2023-03,D20,E,item,철강제품,2595414,2026-09-11
2023-03,FULL,E,item,철강제품,4510763,2026-09-11
2023-03,D10,E,item,자동차부품,626160,2026-09-11
2023-03,D20,E,item,자동차부품,1194742,2026-09-11
2023-03,FULL,E,item,자동차부품,1991874,2026-09-11
2023-03,D10,E,item,무선통신기기,399369,2026-09-11
2023-03,D20,E,item,무선통신기기,844768,2026-09-11
2023-03,FULL,E,item,무선통신기기,1337645,2026-09-11
2023-03,D10,E,item,정밀기기,310940,2026-09-11
2023-03,D20,E,item,정밀기기,588485,2026-09-11
2023-03,FULL,E,item,정밀기기,1016612,2026-09-11
2023-03,D10,E,item,가전제품,207223,2026-09-11
2023-03,D20,E,item,가전제품,386664,2026-09-11
2023-03,FULL,E,item,가전제품,650394,2026-09-11
2023-03,D10,E,item,컴퓨터주변기기,192261,2026-09-11
2023-03,D20,E,item,컴퓨터주변기기,402919,2026-09-11
